name,strain,date,host,serotype,country
AAA43219,A/duck/New Zealand/31/1976,1976--,Avian,H4N6,New Zealand
AAA43222,A/ruddy turnstone/New Jersey/47/1985,1985--,Avian,H4N6,USA
AAA43247,A/Korea/426/1968,1968--,Human,H2N2,South Korea
AAA56803,A/fowl/Weybridge,1934--,Avian,H7N7,United Kingdom
AAA64229,A/seal/Massachusetts/3911/1992,1992--,Seal,H3N3,USA
AAB36978,A/equine/Florida/1/93,1993--,Equine,H3N8,USA
AAC54378,A/tern/South Africa/1961,1961--,Avian,H5N3,South Africa
AAC54387,A/chicken/Jena/1816/87,1987--,Avian,H7N7,Germany
AAA79727,A/Tokyo/3/1967,1967--,Human,H1,Japan
AAD25306,A/mallard/Tennessee/11464/1985,1985-01-16,Avian,H1N1,USA
AAF87283,A/swine/Wisconsin/458/98,1998--,Swine,H1N1,USA
AAF99711,A/duck/Czechoslovakia/1956,1956--,Avian,H4N6,Czech Republic
AAG10664,A/non-psittacine/England-Q/1985/89,1989--,Avian,H7N7,United Kingdom
AAG10673,A/conure/England/766/94,1994--,Avian,H7N1,United Kingdom
AAG17429,A/swine/Ontario/01911-1/99 ,1999--,Swine,H4N6,Canada
AAG38534,A/duck/Malaysia/F119-3/97,1997--,Avian,H5N3,Malaysia
AAK62040,A/Hong Kong/1144/1999,1999--,Human,H3N2,Hong Kong
AAK63821,A/Hong Kong/1179/1999,1999--,Human,H3N2,Hong Kong
CAC81016,A/swine/Bakum/909/93,1993--,Swine,H3,Germany
CAC81274,A/duck/Hong Kong/3461/99,1999--,Avian,H6N1,Hong Kong
CAC84238,A/duck/Hong Kong/134/77,1977--,Avian,H6N2,Hong Kong
AAL65250,A/Chicken/Shanghai/4-1/01,2001--,Avian,H9N2,China
AAL65256,A/Chicken/Beijing/1/97,1997--,Avian,H9N2,China
CAD20336,A/pet bird/Hong Kong/1559/99,1999--,Avian,H3N8,Hong Kong
AAL87871,A/Swine/Illinois/100085A/01 ,2001--,Swine,H1N2,USA
AAM03341,A/Chicken/Shanghai/3/01,2001--,Avian,H9N2,China
AAO86920,A/chicken/NY/1387-8/98,1998--,Avian,H7N2,USA
AAO86935,A/guineafowl/MA/148081-11/02,2002--,Avian,H7N2,USA
AAO86944,A/chicken/NY/3572/98,1998--,Avian,H7N2,USA
AAO86947,A/chicken/New York/34173-3/1999,1999--,Avian,H7N2,USA
CAD38285,A/chicken/Italy/4575/99 ,1999--,Avian,H7N1,Italy
AAQ77403,A/chicken/Chile/4322/02,2002--,Avian,H7N3,Chile
AAR96248,A/seal/Mass/1/1980,1980--,Seal,H7N7,USA
AAT08000,A/Wyoming/03/2003,2003--,Human,H3N2,USA
AAT12035,A/duck/Shanghai/08/2001,2001--,Avian,H5N1,China
AAT37563,A/chicken/Guangdong/174/04,2004--,Avian,H5N1,China
AAT65330,A/mallard/Alberta/215/99,1999--,Avian,H6N8,Canada
AAU11156,A/chicken/HongKong/SSP101/03,2003--,Avian,H9N2,Hong Kong
AAV41833,A/duck/Hainan/6/2004,2004--,Avian,H6N2,China
AAV91217,A/black-headed gull/Sweden/5/99,1999--,Avian,H16N3,Sweden
AAW19644,A/tree sparrow/Henan/3/2004,2004--,Avian,H5N1,China
AAW59398,A/chicken/Guangdong/178/04,2004--,Avian,H5N1,China
AAW59408,A/duck/Guangdong/173/04,2004--,Avian,H5N1,China
AAX47288,A/chicken/Texas/298313/2004,2004--,Avian,H5N2,USA
AAX47525,A/New York/96/2002,2002-01-18,Human,H3N2,USA
AAX53504,A/chicken/Henan/01/2004,2004--,Avian,H5N1,China
AAX57784,A/New York/120/2002,2002-02-19,Human,H3N2,USA
AAX76733,A/New York/193/2003,2003-02-19,Human,H3N2,USA
AAY44755,A/New York/145/1999,1999-11-09,Human,H3N2,USA
AAY46202,A/swine/Heilongjiang/74/2000,2000--,Swine,H3N2,China
AAY47075,A/New York/195/2003,2003-02-18,Human,H3N2,USA
AAY52497,A/chicken/Guangdong/47/01,2001--,Avian,H9N2,China
AAY52511,A/duck/Nanjing/1/97,1997--,Avian,H9N2,China
AAY87443,A/mallard/Alberta/24/01,2001--,Avian,H7N3,Canada
AAX56530,A/New York/146/2000,2000-04-12,Human,H1N1,USA
BAE07155,A/duck/Yokohama/aq10/2003,2003--,Avian,H5N1,Japan
BAE07201,A/Hong Kong/213/2003,2003--,Human,H5N1,Hong Kong
AAZ32951,A/Moscow/343/2003,2003--,Human,H3N2,Russia
AAZ76389,A/Pekin duck/Singapore/F59/04/98,1998--,Avian,H5N2,Singapore
ABA39842,A/canine/Florida/242/2003,2003--,Canine,H3N8,USA
ABA46957,A/swine/Minnesota/00395/2004,2004--,Swine,H3N1,USA
ABA55714,A/chicken/jiyuan/1/03/,2003--,Avian,H5N1,China
ABB03013,A/New York/456/1999,1999-01-15,Human,H3N2,USA
ABB03057,A/New York/463/2005,2005-02-09,Human,H3N2,USA
ABB05194,A/New York/423/1999,1999-12-16,Human,H3N2,USA
ABB17670,A/pintail/Alberta/293/1977,1977-09-03,Avian,H2N9,Canada
ABB17681,A/laughing gull/New Jersey/75/1985,1985-05-29,Avian,H2N9,USA
ABB19802,A/blue-winged teal/ALB/562/1985,1985-08-22,Avian,H4N6,Canada
ABB19847,A/mallard/ALB/49/1995,1995-08-01,Avian,H4N6,Canada
ABB20229,A/duck/Hong Kong/319/1978,1978--,Avian,H2N2,Hong Kong
ABB20262,A/duck/Hong Kong/342/78,1978--,Avian,H5N2,Hong Kong
ABB20444,A/duck/NZL/76/1984,1984-02-09,Avian,H9N1,New Zealand
ABB21772,A/pigeon/MN/1407/1981,1981-10-02,Avian,H1N1,USA
ABB53696,A/New York/397/1999,1999-02-04,Human,H3N2,USA
ABB79788,A/Hong Kong/14/1983,1983--,Human,H3N2,Hong Kong
ABB80023,A/Hong Kong/50/1972,1972--,Human,H3N2,Hong Kong
ABB80196,A/New York/519/1998,1998-02-13,Human,H3N2,USA
ABB82227,A/Hong Kong/46/1971,1971--,Human,H3N2,Hong Kong
ABB86511,A/herring gull/DE/475/1986,1986-06-01,Avian,H13N2,USA
ABB87195,A/pintail duck/Alberta/49/2003,2003-07-25,Avian,H12N5,Canada
ABB87217,A/mallard/Alberta/209/2003,2003-08-07,Avian,H10N7,Canada
ABB87410,A/pintail duck/ALB/462/1979,1979-08-10,Avian,H3N6,Canada
ABB87722,A/mallard/Alberta/283/1977,1977-08-06,Avian,H8N4,Canada
ABB88066,A/mallard/ALB/124/1991,1991-08-26,Avian,H11N2,Canada
ABB88077,A/pintail/Alberta/84/2000,2000-08-07,Avian,H11N9,Canada
ABB88110,A/green-winged teal/ALB/199/1991,1991-08-26,Avian,H12N5,Canada
ABB96520,A/Nanjing/49/1977,1977--,Human,H3N2,China
ABC40555,A/Memphis/9/1980,1980--,Human,H3N2,USA
ABC42750,A/Canterbury/106/2004,2004-09-12,Human,H1N1,New Zealand
ABC69148,A/chicken/Hebei/326/2005,2005--,Avian,H5N1,China
ABD35524,A/chicken/Taiwan/G23/87,1987--,Avian,H6N1,Taiwan
ABD35527,A/chicken/Taiwan/ns2/99,1999--,Avian,H6N1,Taiwan
ABD35530,A/chicken/Taiwan/165/99,1999--,Avian,H6N1,Taiwan
ABD35535,A/chicken/Taiwan/1212/01,2001--,Avian,H6N1,Taiwan
ABD35538,A/chicken/Taiwan/0222/02,2002--,Avian,H6N1,Taiwan
ABD35541,A/chicken/Taiwan/PF3/02,2002--,Avian,H6N1,Taiwan
ABD35544,A/chicken/Taiwan/0107/02,2002--,Avian,H6N1,Taiwan
ABD62794,A/swine/Spain/39139/2002,2002--,Swine,H3N2,Spain
ABD66297,A/guinea fowl/New Jersey/8848-17/1998,1998--,Avian,H11N2,USA
ABD77862,A/New York/585/1997,1997-01-22,Human,H3N2,USA
ABD85123,A/swine/Taiwan/CO935/2004,2004--,Swine,H1N2,Taiwan
ABD91532,A/chicken/New Jersey/15906-9/1996,1996-09-,Avian,H11N1,USA
ABD95712,A/swine/Tennessee/25/1977,1977--,Swine,H1N1,USA
ABE02148,A/chicken/Cheongju/ADL0401/2004,2004--,Avian,H9N2,South Korea
ABE73115,A/Moscow/10/1999,1999--,Human,H3N2,Russia
ABF21278,A/Wilson-Smith/1933,1933--,Human,H1N1,United Kingdom
ABF21281,A/Udorn/307/1972,1972--,Human,H3N2,Russia
ABF56623,A/chicken/China/Guangxi1/2000,2000-03-20,Avian,H9N2,China
ABF60581,A/duck/Alberta/78/1976,1976--,Avian,H3N2,Canada
ABF71860,A/Swine/Indiana/1726/1988,1988--,Swine,H1N1,USA
ABG34254,A/swine/Korea/S11/2005,2005--,Swine,H1N2,South Korea
ABG37131,A/New York/571/1996,1996-12-18,Human,H3N2,USA
ABG37208,A/Memphis/12/1985,1985--,Human,H3N2,USA
ABG37329,A/New York/679/1995,1995-03-03,Human,H3N2,USA
ABG47950,A/New York/715/1994,1994-07-29,Human,H3N2,USA
ABG88762,A/New York/782/1993,1993-04-03,Human,H3N2,USA
ABI19015,A/Iowa/CEID23/2005,2005--,Human,H1N1,USA
ABI20980,A/Waikato/16/2000,2000-09-27,Human,H3N2,New Zealand
ABI47947,A/blue-winged teal/Ohio/926/2002,2002-09-07,Avian,H3N8,USA
ABI84382,A/herring gull/Delaware/670/1988,1988-05-16,Avian,H2N9,USA
ABI84452,A/herring gull/Delaware/660/1988,1988-05-16,Avian,H13N6,USA
ABI84523,A/turkey/Wisconsin/1/1966,1966--,Avian,H9N2,USA
ABI84601,A/gull/Minnesota/945/1980,1980-08-25,Avian,H13N6,USA
ABI84849,A/chicken/Pennsylvania/143586/2002,2002--,Avian,H7N2,USA
ABI85221,A/black-legged kittywake/Alaska/295/1975,1975--,Avian,H16N3,USA
ABI92269,A/pintail/Alaska/279/2005,2005-08-11,Avian,H3N8,USA
ABI96729,A/chicken/Hubei/wj/1997,1997--,Avian,H5N1,China
ABI98929,A/chicken/Jilin/hf/2002,2002--,Avian,H5N1,China
ABJ09261,A/New South Wales/5/1999,1999--,Human,H3N2,Australia
ABJ09476,A/duck/Hubei/wp/2003,2003--,Avian,H5N1,China
BAF02931,A/turkey/Oregon/1971,1971--,Avian,H7N3,USA
ABJ51673,A/duck/Viet Nam/12/2005,2005--,Avian,H5N1,Viet Nam
ABJ51739,A/chicken/Viet Nam/10/2005,2005--,Avian,H5N1,Viet Nam
BAF34375,A/duck/Hokkaido/10/1985,1985--,Avian,H3N8,Japan
BAF33059,A/duck/Hokkaido/8/1980,1980--,Avian,H3N8,Japan
ABK00083,A/chicken/Jilin/ho/2003,2003--,Avian,H5N1,China
BAF36386,A/shearwater/Australia/1/1972,1972--,Avian,H6N5,Australia
ABK57092,A/Philippines/344/2004,2004-02-27,Human,H1N2,Philippines
ABL31780,A/Indonesia/CDC887/2006,2006-10-14,Human,H5N1,Indonesia
ABL67242,A/mallard/Ohio/407/1987,1987--,Avian,H12N5,USA
ABM21878,A/chicken/Dubai/338/2001,2001--,Avian,H9N2,United Arab Emirates
ABM21960,A/mallard/Ohio/118/1993,1993-10-15,Avian,H1N1,USA
BAF43456,A/duck/Hong Kong/438/1977,1977--,Avian,H4N8,Hong Kong
ABM54180,A/Egypt/14725-NAMRU3/2006,2006--,Human,H5N1,Egypt
BAF46427,A/chicken/Osaka/aq48/97,1997--,Avian,H9N2,Japan
BAF46517,A/chicken/Osaka/aq19/2001,2001--,Avian,H9N2,Japan
BAF47393,A/duck/Hong Kong/960/1980,1980--,Avian,H6N2,Hong Kong
ABO21715,A/chicken/England/4054/2006,2006-04-28,Avian,H7N3,United Kingdom
BAF48639,A/turkey/Massachusetts/3740/1965,1965--,Avian,H6N2,USA
ABO30347,A/chicken/Indonesia/11/2003,2003-12-20,Avian,H5N1,Indonesia
ABO44057,A/Albany/9/1967,1967--,Human,H2N2,USA
ABO44090,A/Albany/1/1959,1959-02-03,Human,H2N2,USA
BAF49415,A/duck/Hokkaido/17/2001,2001--,Avian,H2N3,Japan
ABO51983,A/mallard/Ohio/648/2002,2002-08-19,Avian,H6N2,USA
ABO52401,A/mallard/Missouri/MO130/2005,2005--,Avian,H11N3,USA
BAE48693,A/duck/Hokkaido/84/2002,2002--,Avian,H5N3,Japan
CAI96163,A/duck/France/05054a/2005,2005--,Avian,H5N3,France
ABP96850,A/Egypt/2321-NAMRU3/2007,2007-03-13,Human,H5N1,Egypt
ABQ01278,A/mallard/Maryland/1131/2005,2005--,Avian,H12N5,USA
ABQ01300,A/white-winged scoter/Maryland/301/2005,2005-12-05,Avian,H4N6,USA
ABQ09850,A/muscovy duck/Vietnam/NCVD02/2005,2005--,Avian,H5N1,Viet Nam
ABQ09853,A/duck/Vietnam/367/2005,2005-05-08,Avian,H5N1,Viet Nam
BAF03206,A/swan/Shimane/42/1999,1999--,Avian,H7N8,Japan
BAF62259,A/mallard/Ireland/PV46B/1993,1993--,Avian,H9N3,Ireland
ABQ42444,A/swine/Guangxi/13/2006,2006--,Swine,H1N2,China
ABQ44438,A/Albany/4/1967,1967--,Human,H2N2,USA
ABQ57378,A/Korea/KBNP-0028/2000,2000--,Avian,H9N2,South Korea
ABQ84468,A/duck/Jiang Xi/1286/2005,2005--,Avian,H5N2,China
ABQ97197,A/chicken/Ghana/3158-NAMRU3/2007,2007--,Avian,H5N1,Ghana
ABR29605,A/swine/Iowa/3/1985,1985--,Swine,H1N1,USA
ABR31784,A/chicken/Taiwan/2838V/00,2000--,Avian,H6N1,Taiwan
ABR37330,A/turkey/Italy/1325/2005,2005--,Avian,H5N2,Italy
ABR37484,A/mallard/Maryland/712/2005,2005--,Avian,H3N2,USA
ABR66927,A/turkey/Utah/24721-10/1995,1995--,Avian,H7N3,USA
ABS30898,A/swine/Italy/66945/2006,2006--,Swine,H3N1,Italy
ABS50795,A/turkey/Israel/425/2005,2005--,Avian,H9N2,Israel
ABS50806,A/turkey/Israel/1013/2002,2002--,Avian,H9N2,Israel
ABS71673,A/Thailand/CU32/2006,2006--,Human,H1N1,Thailand
ABS71677,A/Thailand/CU280/2007,2007--,Human,H3N2,Thailand
ABS76423,A/Thailand/Siriraj-01/2003,2003--,Human,H3N2,Thailand
ABS89365,A/chicken/Victoria/1976,1976-01-,Avian,H7N7,Australia
ABU50564,A/Nepal/921/2006 X PR8 X-165,2006-12-19,Human,H3N2,Nepal
ABU53959,A/mallard/SanJiang/113/2006,2006--,Avian,H6N2,China
ABU92610,A/Denmark/60/2006,2006--,Human,H3N2,Denmark
ABU92678,A/Denmark/83/2005,2005--,Human,H3N2,Denmark
ABU98990,A/Chicken/Indonesia/Wates77/2005,2005--,Avian,H5N1,Indonesia
ABU99032,A/chicken/Duma/BBPV-II/2005,2005--,Avian,H5N1,Indonesia
ABU99095,A/Chicken/West Java/HAMD/2006,2006-05-01,Avian,H5N1,Indonesia
ABV01134,A/chicken/Victoria/224/1992,1992-07-30,Avian,H7N3,Australia
ABV25638,A/swine/Minnesota/37866/1999,1999--,Swine,H1N1,USA
ABV25971,A/mallard/MD/790/2002,2002--,Avian,H5N2,USA
ABV29733,A/Kentucky/UR06-0363/2007,2007-02-20,Human,H1N1,USA
ABV30481,A/Kentucky/UR06-0370/2007,2007-02-21,Human,H3N2,USA
ABV31867,A/chicken/Guangxi/55/2005,2005--,Avian,H9N2,China
ABV82573,A/swine/Wisconsin/1/1957,1957--,Swine,H1N1,USA
ABW23312,A/Maryland/01/2007,2007-01-30,Human,H1N1,USA
ABW23336,A/California/03/2007,2007-01-23,Human,H1N1,USA
ABW23575,A/pintail/Barrow/38/2005,2005--,Avian,H8N4,USA
ABW23586,A/dunlin/Barrow/65/2005,2005--,Avian,H6N1,USA
ABW38010,A/swine/Jamesburg/1942,1942--,Swine,H1N1,USA
ABW73964,A/chicken/Yunnan/Chuxiong1/2007,2007--,Avian,H9N2,China
ABW73966,A/chicken/Yunnan/Chuxiong3/2007,2007--,Avian,H9N2,China
ABW80975,A/California/07/2004,2004--,Human,H3N2,USA
ABW89589,A/chicken/Thailand/ICRC-V143/2007,2007--,Avian,H5N1,Thailand
ABX10496,A/chicken/Hebei/126/2005,2005--,Avian,H5N1,China
ABX79923,A/teal/Volga/671/86,1986--,Avian,H16N3,Russia
ABY79012,A/duck/Egypt/3047NAMRU3-CLEVB63/2007,2007--,Avian,H5N1,Egypt
ABY79032,A/duck/Egypt/9399NAMRU3-CLEVB202/2007,2007--,Avian,H5N1,Egypt
ABY81602,A/equine/New York/VR-297/1983,1983--,Equine,H3N8,USA
ABY81829,A/aquatic bird/Korea/KN-2/2005,2005--,Avian,H3N2,South Korea
ABY81832,A/aquatic bird/Korea/KN-5/2006,2006--,Avian,H3N6,South Korea
ABY86497,A/turkey/Islamabad-Pakistan/NARC-7871/02/2007,2007--,Avian,H5N1,Pakistan
CAM57331,A/mute swan/France/06303/2006,2006--,Avian,H5N1,France
ABZ81074,A/swine/Iowa/H02AS8/2002,2002-11-,Swine,H3N2,USA
ACA04596,A/turkey/Italy/4130/2004,2004--,Avian,H7N3,Italy
ACA04607,A/mallard/Missouri/209/2006,2006--,Avian,H11N9,USA
ACA24513,A/Ohio/UR06-0296/2007,2007-02-12,Human,H1N1,USA
ACA24678,A/equine/Kentucky/8/1994,1994--,Equine,H3N8,USA
ACA33682,A/Michigan/07/2007,2007-04-18,Human,H3N2,USA
ACA33694,A/Massachusetts/12/2007,2007-09-18,Human,H3N2,USA
ACA33717,A/Florida/04/2007,2007-10-09,Human,H3N2,USA
ACA33776,A/Hawaii/39/2007,2007-11-07,Human,H1N1,USA
ACA43184,A/falcon/Kuwait/1019-7/2007,2007--,Avian,H5N1,Kuwait
ACA47802,A/chukar/Shantou/4690/2003,2003--,Avian,H5N1,China
ACA47912,A/duck/Hunan/733/2004,2004--,Avian,H5N1,China
ACA48132,A/chicken/Yunnan/6797/2003,2003--,Avian,H5N1,China
ACA48176,A/duck/Yunnan/426/2004,2004--,Avian,H5N1,China
ACA50025,A/chicken/Iran/TH85/2007,2007--,Avian,H9N2,Iran
ACA50031,A/chicken/Iran/TH79/2000,2000--,Avian,H9N2,Iran
ACA61198,A/mallard/Finland/12072/06,2006--,Avian,H3N8,Finland
ACB11774,A/Illinois/17/2007,2007-12-12,Human,H1N1,USA
ACB32207,A/Guangzhou/1684/2006,2006--,Human,H1N1,China
ACB70205,A/chicken/Shandong/B1/1998,1998--,Avian,H9N2,China
ACC55270,A/New York/107/2003,2003--,Human,H7N2,USA
ACC61832,A/environment/Maryland/1189/2006,2006--,Environment,H5N1,USA
ACC61865,A/environment/New York/22067-5/2005,2005-06-27,Environment,H7N2,USA
ACC61931,A/environment/New York/30732-4/2005,2005-03-23,Environment,H7N2,USA
ACD12284,A/quail/Thailand/CU-330/06,2006--,Avian,H5N1,Thailand
ACD47217,A/Wisconsin/07/2008,2008-02-04,Human,H3N2,USA
ACD56588,A/goose/Yunnan/chuxiong07/07,2007--,Avian,H9N2,China
ACD64997,A/duck/Egypt/1709-3VIR08/2007,2007-03-04,Avian,H5N1,Egypt
ACD67933,A/spur-winged goose/Nigeria/5388-5/2007,2007-02-17,Avian,H5N2,Nigeria
ACD85528,A/Managua/2/2007,2007-06-14,Human,H3N2,Nicaragua
ACD85624,A/Mississippi/05/2008,2008-01-23,Human,H3N2,USA
ACD88583,A/chicken/Shanghai/12/2001,2001--,Avian,H9N2,China
ACD88681,A/quail/IN/38685/1993,1993--,Avian,H1N1,USA
ACE77928,A/swine/Korea/CAS08/2005,2005--,Swine,H1N1,South Korea
ACE77943,A/swine/Korea/CY05/2007,2007--,Swine,H3N2,South Korea
ACE81725,A/American wigeon/California/HKWF450/2007,2007-11-04,Avian,H4N7,USA
ACE81938,A/equine/Gansu/7/2008,2008-01-,Equine,H3N8,China
BAG49619,A/swine/Miyazaki/1/2006,2006--,Swine,H1N2,Japan
ACF20226,A/chicken/California/755/1999,1999--,Avian,H10N7,USA
ACF20235,A/equine/Guelph/G03-55399/2003,2003-11-15,Equine,H3N8,Canada
ACF22126,A/equine/Algiers/1/1972,1972--,Equine,H3N8,Algeria
ACF22159,A/Yucatan/ME6057/2003,2003-03-20,Human,H3N2,Mexico
ACF25080,A/emu/TX/39924/1993,1993--,Avian,H5N2,USA
ACF25445,A/northern shoveler/TX/56/2000,2000--,Avian,H10N7,USA
ACF25710,A/duck/PA/143585/2001,2001--,Avian,H7N3,USA
ACF36218,A/Hong Kong/CUHK13048/2001,2001-03-06,Human,H3N2,Hong Kong
ACF36274,A/Hong Kong/CUHK21259/2004,2004-02-14,Human,H3N2,Hong Kong
ACF36287,A/Hong Kong/CUHK22072/2000,2000-03-01,Human,H3N2,Hong Kong
ACF36305,A/Hong Kong/CUHK24167/2002,2002-06-04,Human,H3N2,Hong Kong
ACF36345,A/Hong Kong/CUHK33416/2001,2001-08-09,Human,H3N2,Hong Kong
ACF36384,A/Hong Kong/CUHK50200/2002,2002-10-01,Human,H3N2,Hong Kong
ACF36396,A/Hong Kong/CUHK51424/2001,2001-12-26,Human,H3N2,Hong Kong
ACF36398,A/Hong Kong/CUHK51490/2001,2001-12-28,Human,H3N2,Hong Kong
ACF36825,A/mallard/Yan chen/2005,2005-10-,Avian,H4N6,China
ACF40108,A/Washington/42/2007,2007-12-12,Human,H3N2,USA
CAQ77189,A/herring gull/Norway/10_1623/2006,2006--,Avian,H16N3,Norway
ACF47453,A/northern shoveler/California/HKWF1199/2007,2007-12-05,Avian,H3N5,USA
BAG07130,A/duck/Hokkaido/167/2007,2007--,Avian,H5N3,Japan
ACF93484,A/chicken/Gujarat/3724/2004,2004-10-,Avian,H9N2,India
ACF94709,A/swine/Nordkirchen/IDT1993/2003,2003-04-,Swine,H3N2,Germany
ACH88871,A/duck/Laos/P0050/2007,2007--,Avian,H5N1,Laos
ACH95446,A/chicken/Guangdong/11/1999,1999-11-,Avian,H9N2,China
ACH95448,A/chicken/Henan/1/2001,2001-01-,Avian,H9N2,China
ACH95454,A/chicken/Shandong/lx929/2007,2007-09-29,Avian,H9N2,China
ACH95457,A/chicken/Guangdong/1/2002,2002-01-,Avian,H9N2,China
ACH95472,A/chicken/Shandong/lx316/2008,2008-03-16,Avian,H9N2,China
ACH95475,A/chicken/Shandong/lx414/2007,2007-04-14,Avian,H9N2,China
ACH95481,A/chicken/Shandong/yt1105/2007,2007-11-05,Avian,H9N2,China
ACH95484,A/chicken/Sichuan/xc10/2001,2001-10-,Avian,H9N2,China
ACI22608,A/chicken/Shandong/wd01/2007,2007-07-,Avian,H9N2,China
ACI26384,A/Netherlands/56/1963,1963--,Human,H2N2,Netherlands
ACI41126,A/chicken/Nakornsawan/NIAH6-3-0009/2005,2005--,Avian,H5N1,Thailand
ACJ06667,A/swine/Zhejiang/1/2007,2007-11-15,Swine,H1N1,China
ACJ24138,A/duck/PoyangLake/FB13/2007,2007-09-20,Avian,H4N6,China
ACJ26286,A/little egret/Hong Kong/8863/2007,2007--,Avian,H5N1,Hong Kong
ACJ35232,A/chicken/Liaoning/41/17/2007,2007-09-,Avian,H9N2,China
ACJ53878,A/swine/Korea/C13/2008,2008-02-,Swine,H5N2,South Korea
BAH02130,A/swine/Ratchaburi/NIAH59/2004,2004--,Swine,H3N2,Thailand
BAH02180,A/swine/Saitama/1996,1996--,Swine,H1N2,Japan
ACK43240,A/swine/Minnesota/5947/2007,2007-02-20,Swine,H3N2,USA
ACK57686,A/duck/Hebei/843/2005,2005--,Avian,H1N2,China
ACK57767,A/swine/Fujian/58/2008,2008-01-,Swine,H1N1,China
ACK99027,A/Norway/2159/2006,2006-11-03,Human,H1N1,Norway
ACK99300,A/chicken/Vietnam/NCVD11/2005,2005--,Avian,H5N1,Viet Nam
ACK99344,A/environment/New York/11653-1/2005,2005-02-02,Environment,H5N2,USA
ACL12396,A/chicken/Zhejiang/HJ/2007,2007--,Avian,H9N2,China
ACL79965,A/chicken/Puebla/14587-644/1994,1994--,Avian,H5N2,Mexico
ACM17341,A/chicken/Karachi/SPVC-4/2004,2004--,Avian,H7N3,Pakistan
ACM68975,A/chicken/Egypt/8NLQP-CLEVB304/2008,2008-04-25,Avian,H5N1,Egypt
ACM68978,A/chicken/Egypt/14NLQP-CLEVB255/2008,2008-03-01,Avian,H5N1,Egypt
ACM68981,A/chicken/Egypt/17NLQP-CLEVB241/2008,2008-02-18,Avian,H5N1,Egypt
ACM90858,A/Perth/46/2008,2008-08-21,Human,H1N1,Australia
ACM90865,A/South Australia/1/2008,2008-06-05,Human,H1N1,Australia
BAH22785,A/duck/Mongolia/119/2008,2008--,Avian,H7N9,Mongolia
ACN39275,A/chicken/Domodedovo/MK/2007,2007-01-14,Avian,H5N1,Russia
ACN39289,A/swine/Taichung/200-8/2002,2002-12-03,Swine,H1N1,Taiwan
ACN39415,A/chicken/Hunan/1793/2007,2007-01-23,Avian,H5N1,China
ACN39417,A/duck/Hunan/1964/2007,2007-01-23,Avian,H5N1,China
ACN50171,A/wild bird feces/Cheonsuman2/2002,2002-11-,Avian,H5N3,South Korea
ACN90987,A/swine/Tainan/103-11/2003,2003-08-01,Swine,H3N1,Taiwan
ACO07035,A/chicken/Vietnam/NCVD-swab17/2008,2008--,Avian,H5N1,Viet Nam
ACO94870,A/Managua/4537.03/2008,2008-11-03,Human,H1N1,Nicaragua
ACO95415,A/Managua/5380.01/2008,2008-11-04,Human,H1N1,Nicaragua
ACP50620,A/chicken/Pakistan/UDL-01/2007,2007-06-07,Avian,H9N2,Pakistan
ACP50664,A/chicken/Pakistan/UDL-01/2006,2006-05-02,Avian,H9N2,Pakistan
ACP50719,A/chicken/Pakistan/UDL-02/2008,2008-02-22,Avian,H9N2,Pakistan
ACP50741,A/chicken/Pakistan/UDL-04/2007,2007-03-23,Avian,H9N2,Pakistan
ACQ90234,A/South Australia/4/2008,2008-08-11,Human,H1N1,Australia
ACR26703,A/swine/North Carolina/43110/2003,2003--,Swine,H1N1,USA
ACR26725,A/swine/North Carolina/34562/2003,2003--,Swine,H1N1,USA
ACR26745,A/swine/North Carolina/37895/2003,2003--,Swine,H1,USA
ACR39196,A/swine/Granstedt/IDT3475/2004,2004-08-26,Swine,H1N2,Germany
ACR48910,A/chicken/Israel/694/2008,2008-04-18,Avian,H9N2,Israel
ACR49183,A/quail/Yogjakarta/UT1023/2004,2004-01-15,Avian,H5N1,Indonesia
ACR49188,A/chicken/Bali/UT2091/2005,2005--,Avian,H5N1,Indonesia
ACR49408,A/chicken/Laos/A0464/2007,2007--,Avian,H5N1,Laos
ACR49452,A/chicken/Laos/P0130/2007,2007--,Avian,H5N1,Laos
ACR56231,A/chicken/Egypt/0841-NLQP/2008,2008-01-17,Avian,H5N1,Egypt
ACR56242,A/duck/Egypt/0877-NLQP/2008,2008-04-15,Avian,H5N1,Egypt
ACR56275,A/Baikal teal/Hongze/14/2005,2005-02-,Avian,H11N9,China
ACR66906,A/duck/Altai/1285/1991,1991-08-15,Avian,H5N3,Russia
ACR84003,A/swine/Hong Kong/294/2009,2009-02-23,Swine,H1N2,Hong Kong
ACS68413,A/unknown/New York/1971-40/1998,1998--,,H1N1,USA
ACS71642,A/Perth/16/2009,2009-04-07,Human,H3N2,Australia
ACS78026,A/New York/3351/2009,2009-05-06,Human,H1N1,USA
ACS89022,A/fowl/Hampshire/PD378/1985,1985--,Avian,H10N4,United Kingdom
ACS92951,A/mallard/Minnesota/Sg-00133/2007,2007-09-29,Avian,H4N6,USA
ACT15338,A/Egypt/N03450/2009,2009-04-19,Human,H5N1,Egypt
ACT21507,A/Canterbury/200/2004,2004-09-16,Human,H3N2,New Zealand
ACT21510,A/Canterbury/200/2004,2004-09-16,Human,H3N2,New Zealand
ACT33161,A/swine/Alberta/OTH-33-21/2009,2009-05-05,Swine,H1N1,Canada
ACT67787,A/Hawaii/10/2009,2009-02-11,Human,H3N2,USA
